,MDC_CODE,MDC_NAME,ADRG_CODE,ADRG_NAME,ICD_CODE,ICD_DESC,AND_FLAG,GROUP_FLAG,is_icd_mdc
11998,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J03.000,链球菌性扁桃体炎,N,0,False
11999,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J03.800,急性扁桃体炎_其他特指病原体引起的,N,0,False
12000,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J03.900,急性扁桃体炎,N,0,False
12001,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J03.900x001,扁桃体残根炎,N,0,False
12002,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J03.900x006,急性滤泡性扁桃体炎,N,0,False
12003,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J03.901,急性化脓性扁桃体炎,N,0,False
12004,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J03.902,急性腺样体炎,N,0,False
12005,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J04.000,急性喉炎,N,0,False
12006,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J04.000x004,急性感染性喉炎,N,0,False
12007,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J04.000x006,急性声门下喉炎,N,0,False
12008,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J04.000x008,急性溃疡性喉炎,N,0,False
12009,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J04.001,急性化脓性喉炎,N,0,False
12010,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J04.002,急性水肿性喉炎,N,0,False
12011,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J04.003,急性痉挛性喉炎,N,0,False
12012,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J04.004,链球菌性喉炎,N,0,False
12013,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J04.005,溃疡性喉炎,N,0,False
12014,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J04.100,急性气管炎,N,0,False
12015,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J04.200,急性喉气管炎,N,0,False
12016,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J05.000,急性梗阻性喉炎［哮吼］,N,0,False
12017,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J05.100,急性会厌炎,N,0,False
12018,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J06.000,急性咽喉炎,N,0,False
12019,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J06.000x002,过敏性咽喉炎,N,0,False
12020,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J06.800x001,急性咽气管炎,N,0,False
12021,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J06.900,急性上呼吸道感染,N,0,False
12022,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J06.900x001,病毒性上呼吸道感染,N,0,False
12023,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J09.x05+H67.1*,流感，人畜共患或大流行性流感病毒性中耳炎,N,0,False
12024,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J10.100,流行性感冒伴有其他呼吸道表现，季节性流感病毒被标明,N,0,False
12025,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J10.100x001,已知病毒的流行性感冒,N,0,False
12026,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J10.100x002,已知病毒的流感性急性上呼吸道感染,N,0,False
12027,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J10.100x003,已知病毒的流感性咽炎,N,0,False
12028,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J10.100x004,已知病毒的流感性喉炎,N,0,False
12029,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J10.101,甲型H1N1流行性感冒,N,0,False
12030,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J10.800,流行性感冒伴有其他表现，季节性流感病毒被标明,N,0,False
12031,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J10.803+H67.1*,已确认的季节性流感病毒性中耳炎,N,0,False
12032,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J10.804+G05.1*,已确认的季节性流感病毒性脑炎,N,0,False
12033,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J10.805+G05.1*,流行性感冒性脑炎，其他流感病毒被标明,N,0,False
12034,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J11.100x001,未知病毒的流感性感冒,N,0,False
12035,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J11.100x002,未知病毒的流感性急性上呼吸道感染,N,0,False
12036,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J11.100x003,未知病毒的流感性咽炎,N,0,False
12037,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J11.100x004,未知病毒的流感性喉炎,N,0,False
12038,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J11.102,流行性感冒伴胸膜渗漏,N,0,False
12039,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J11.802+H67.1*,未确认的流感病毒性中耳炎,N,0,False
12040,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J30.000,血管运动性鼻炎,N,0,False
12041,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J30.100,花粉引起的变应性鼻炎,N,0,False
12042,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J30.101,花粉症,N,0,False
12043,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J30.200,季节性变应性鼻炎，其他的,N,0,False
12044,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J30.300x001,药物性鼻炎,N,0,False
12045,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J30.300x002,全年性变应性鼻炎,N,0,False
12046,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J30.400,变应性鼻炎,N,0,False
12047,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J31.000,慢性鼻炎,N,0,False
12048,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J31.001,肥大性鼻炎,N,0,False
12049,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J31.002,溃疡性鼻炎,N,0,False
12050,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J31.003,肉芽肿性鼻炎,N,0,False
12051,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J31.004,萎缩性鼻炎,N,0,False
12052,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J31.005,干燥性鼻炎,N,0,False
12053,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J31.100,慢性鼻咽炎,N,0,False
12054,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J31.200,慢性咽炎,N,0,False
12055,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J31.201,慢性咽喉痛,N,0,False
12056,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J31.202,慢性咽峡炎,N,0,False
12057,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J31.203,肥大性咽炎,N,0,False
12058,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J31.204,萎缩性咽炎,N,0,False
12059,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.000,慢性上颌窦炎,N,0,False
12060,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.000x005,上颌窦肉芽肿,N,0,False
12061,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.000x009,出血性坏死性上颌窦炎,N,0,False
12062,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.001,慢性化脓性上颌窦炎,N,0,False
12063,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.002,坏死性上颌窦炎,N,0,False
12064,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.003,上颌窦瘘,N,0,False
12065,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.004,上颌窦脓肿,N,0,False
12066,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.005,口腔上颌窦瘘,N,0,False
12067,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.006,隐匿性鼻窦综合征,N,0,False
12068,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.100,慢性额窦炎,N,0,False
12069,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.100x005,额窦肉芽肿,N,0,False
12070,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.101,慢性化脓性额窦炎,N,0,False
12071,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.102,额窦脓肿,N,0,False
12072,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.200,慢性筛窦炎,N,0,False
12073,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.200x004,筛窦脓肿,N,0,False
12074,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.200x005,筛窦肉芽肿,N,0,False
12075,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.201,慢性化脓性筛窦炎,N,0,False
12076,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.300,慢性蝶窦炎,N,0,False
12077,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.300x004,蝶窦脓肿,N,0,False
12078,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.301,慢性化脓性蝶窦炎,N,0,False
12079,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.302,蝶窦肉芽肿,N,0,False
12080,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.400,慢性全鼻窦炎,N,0,False
12081,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.400x001,全组鼻窦炎,N,0,False
12082,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.800x001,额窦上颌窦炎,N,0,False
12083,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.800x002,额窦筛窦炎,N,0,False
12084,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.800x003,额窦蝶窦炎,N,0,False
12085,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.800x004,上颌窦蝶窦炎,N,0,False
12086,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.800x006,额窦筛窦上颌窦炎,N,0,False
12087,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.800x007,额窦上颌窦蝶窦炎,N,0,False
12088,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.800x008,筛窦上颌窦蝶窦炎,N,0,False
12089,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.800x009,筛窦蝶窦炎,N,0,False
12090,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.800x011,额窦筛窦蝶窦炎,N,0,False
12091,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.801,上颌窦筛窦炎,N,0,False
12092,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.802,额筛窦脓肿,N,0,False
12093,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.803,慢性多鼻窦炎,N,0,False
12094,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.900,慢性鼻窦炎,N,0,False
12095,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.900x007,鼻窦滴漏综合征,N,0,False
12096,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.900x008,上颌窦肿物,N,0,False
12097,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.900x009,筛窦肿物,N,0,False
12098,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.900x010,额窦肿物,N,0,False
12099,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.900x011,蝶窦肿物,N,0,False
12100,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.901,慢性化脓性鼻窦炎,N,0,False
12101,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.902,慢性牙源性鼻窦炎,N,0,False
12102,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.903,鼻窦瘘,N,0,False
12103,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.904,鼻窦肉芽肿,N,0,False
12104,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.905,鼻窦脓肿,N,0,False
12105,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J32.906,鼻窦肿物,N,0,False
12106,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J33.000,鼻腔息肉,N,0,False
12107,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J33.000x002,鼻咽部毛息肉,N,0,False
12108,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J33.001,鼻咽息肉,N,0,False
12109,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J33.002,鼻中隔息肉,N,0,False
12110,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J33.003,鼻后孔息肉,N,0,False
12111,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J33.100,鼻窦息肉样退行性变,N,0,False
12112,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J33.800x002,额窦息肉,N,0,False
12113,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J33.801,鼻窦息肉,N,0,False
12114,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J33.802,鼻甲息肉,N,0,False
12115,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J33.803,蝶窦息肉,N,0,False
12116,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J33.804,筛窦息肉,N,0,False
12117,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J33.805,上颌窦息肉,N,0,False
12118,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J33.900,鼻息肉,N,0,False
12119,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.000x004,鼻坏死,N,0,False
12120,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.000x010,鼻中隔肉芽肿,N,0,False
12121,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.001,鼻部脓肿,N,0,False
12122,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.002,鼻疖,N,0,False
12123,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.003,鼻溃疡,N,0,False
12124,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.004,鼻痈,N,0,False
12125,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.005,鼻中隔坏死,N,0,False
12126,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.006,鼻中隔溃疡,N,0,False
12127,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.007,鼻中隔脓肿,N,0,False
12128,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.008,鼻蜂窝织炎,N,0,False
12129,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.100x008,鼻窦粘液囊肿,N,0,False
12130,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.101,蝶窦囊肿,N,0,False
12131,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.102,额窦囊肿,N,0,False
12132,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.103,筛窦囊肿,N,0,False
12133,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.104,上颌窦囊肿,N,0,False
12134,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.105,鼻囊肿,N,0,False
12135,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.106,鼻窦囊肿,N,0,False
12136,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.107,鼻甲囊肿,N,0,False
12137,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.108,鼻前庭囊肿,N,0,False
12138,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.200,鼻中隔偏曲,N,0,False
12139,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.300,鼻甲肥大,N,0,False
12140,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.800x001,鼻部感染,N,0,False
12141,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.800x002,鼻部瘘管,N,0,False
12142,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.800x004,钩突肥大,N,0,False
12143,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.800x006,铬鼻病,N,0,False
12144,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.800x009,后天性鼻孔狭窄,N,0,False
12145,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.800x019,鼻中隔血肿,N,0,False
12146,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.800x020,泡性中鼻甲,N,0,False
12147,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.800x033,鼻前庭肿物,N,0,False
12148,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.800x034,鼻中隔肿物,N,0,False
12149,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.801,鼻中隔-鼻甲粘连,N,0,False
12150,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.802,后天性鼻腔闭锁,N,0,False
12151,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.803,鼻漏,N,0,False
12152,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.804,鼻石,N,0,False
12153,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.805,鼻孔狭窄,N,0,False
12154,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.806,鼻前庭炎,N,0,False
12155,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.807,鼻甲粘连,N,0,False
12156,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.809,鼻腔粘连,N,0,False
12157,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.810,鼻腔肿物,N,0,False
12158,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.811,鼻腔狭窄,N,0,False
12159,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.812,鼻翼肥大,N,0,False
12160,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J34.813,鼻中隔穿孔,N,0,False
12161,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.000,慢性扁桃体炎,N,0,False
12162,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.100,扁桃体肥大,N,0,False
12163,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.200,腺样体肥大,N,0,False
12164,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.300,扁桃体肥大伴有腺样体肥大,N,0,False
12165,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.800x008,扁桃体瘢痕,N,0,False
12166,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.800x009,腺样体瘢痕,N,0,False
12167,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.801,扁桃体残体,N,0,False
12168,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.802,扁桃体溃疡,N,0,False
12169,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.803,扁桃体囊肿,N,0,False
12170,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.804,扁桃体结石,N,0,False
12171,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.805,扁桃体息肉,N,0,False
12172,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.806,扁桃体角化病,N,0,False
12173,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.807,扁桃体腺样体瘢痕,N,0,False
12174,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.808,腺样体残体,N,0,False
12175,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.809,腺样体赘生物,N,0,False
12176,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J35.901,扁桃体肿物,N,0,False
12177,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J36.x00,扁桃体周脓肿,N,0,False
12178,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J36.x00x001,扁桃体脓肿,N,0,False
12179,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J36.x00x003,扁桃体周围炎,N,0,False
12180,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J36.x00x004,扁桃体周围蜂窝组织炎,N,0,False
12181,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J37.000,慢性喉炎,N,0,False
12182,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J37.001,慢性喉咽炎,N,0,False
12183,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J37.002,慢性会厌炎,N,0,False
12184,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J37.003,肥厚性喉炎,N,0,False
12185,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J37.004,会厌炎性假瘤,N,0,False
12186,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J37.005,干燥性喉炎,N,0,False
12187,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J37.100,慢性喉气管炎,N,0,False
12188,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J38.000x001,喉上神经麻痹,N,0,False
12189,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J38.000x002,喉神经麻痹,N,0,False
12190,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J38.000x005,声门麻痹,N,0,False
12191,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J38.000x006,声带活动不良,N,0,False
12192,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J38.000x011,单侧不完全声带麻痹,N,0,False
12193,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J38.000x012,单侧不完全喉麻痹,N,0,False
12194,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J38.000x021,单侧完全声带麻痹,N,0,False
12195,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J38.000x022,单侧完全喉麻痹,N,0,False
12196,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J38.000x031,双侧不完全声带麻痹,N,0,False
12197,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J38.000x032,双侧不完全喉麻痹,N,0,False
12198,MDCD,头颈、耳、鼻、口、咽疾病及功能障碍,CZ1,其他眼部手术,J38.001,喉麻痹,N,0,False
